,P_CO2 (Pa),Instellation (W/m^2),Surface_Temp (K)
0,1.0,136.0,170.788
1,1.0,184.82051282051285,182.732
2,1.0,233.64102564102564,192.62
3,1.0,282.46153846153845,200.985
4,1.0,331.28205128205127,208.352
5,1.0,380.1025641025641,214.955
6,1.0,428.9230769230769,221.013
7,1.0,477.7435897435897,226.598
8,1.0,526.5641025641025,231.739
9,1.0,575.3846153846154,236.5
10,1.0,624.2051282051281,240.961
11,1.0,673.0256410256411,245.166
12,1.0,721.8461538461538,249.083
13,1.0,770.6666666666666,252.739
14,1.0,819.4871794871794,256.198
15,1.0,868.3076923076923,259.431
16,1.0,917.1282051282051,262.456
17,1.0,965.9487179487178,265.298
18,1.0,1014.7692307692306,267.987
19,1.0,1063.5897435897434,270.56
20,1.0,1112.4102564102561,273.025
21,1.0,1161.2307692307693,275.442
22,1.0,1210.051282051282,277.78
23,1.0,1258.8717948717947,280.05
24,1.0,1307.6923076923076,282.271
25,1.0,1356.5128205128203,284.455
26,1.0,1405.3333333333333,286.609
27,1.0,1454.1538461538462,288.739
28,1.0,1502.9743589743591,290.841
29,1.0,1551.7948717948718,292.925
30,1.0,1600.6153846153848,295.056
31,1.0,1649.4358974358972,297.182
32,1.0,1698.2564102564102,331.997
33,1.0,1747.0769230769233,335.534
34,1.0,1795.8974358974358,339.207
35,1.0,1844.7179487179487,342.888
36,1.0,1893.5384615384614,346.586
37,1.0,1942.3589743589744,350.318
38,1.0,1991.179487179487,354.068
39,1.0,2040.0,357.783
40,1.425102670302998,136.0,170.959
41,1.425102670302998,184.82051282051285,182.951
42,1.425102670302998,233.64102564102564,192.873
43,1.425102670302998,282.46153846153845,201.259
44,1.425102670302998,331.28205128205127,208.657
45,1.425102670302998,380.1025641025641,215.278
46,1.425102670302998,428.9230769230769,221.363
47,1.425102670302998,477.7435897435897,226.969
48,1.425102670302998,526.5641025641025,232.12
49,1.425102670302998,575.3846153846154,236.899
50,1.425102670302998,624.2051282051281,241.375
51,1.425102670302998,673.0256410256411,245.584
52,1.425102670302998,721.8461538461538,249.503
53,1.425102670302998,770.6666666666666,253.164
54,1.425102670302998,819.4871794871794,256.627
55,1.425102670302998,868.3076923076923,259.854
56,1.425102670302998,917.1282051282051,262.875
57,1.425102670302998,965.9487179487178,265.708
58,1.425102670302998,1014.7692307692306,268.398
59,1.425102670302998,1063.5897435897434,270.972
60,1.425102670302998,1112.4102564102561,273.448
61,1.425102670302998,1161.2307692307693,275.866
62,1.425102670302998,1210.051282051282,278.206
63,1.425102670302998,1258.8717948717947,280.479
64,1.425102670302998,1307.6923076923076,282.705
65,1.425102670302998,1356.5128205128203,284.89
66,1.425102670302998,1405.3333333333333,287.051
67,1.425102670302998,1454.1538461538462,289.187
68,1.425102670302998,1502.9743589743591,291.287
69,1.425102670302998,1551.7948717948718,293.39
70,1.425102670302998,1600.6153846153848,295.523
71,1.425102670302998,1649.4358974358972,297.655
72,1.425102670302998,1698.2564102564102,332.258
73,1.425102670302998,1747.0769230769233,335.774
74,1.425102670302998,1795.8974358974358,339.429
75,1.425102670302998,1844.7179487179487,343.095
76,1.425102670302998,1893.5384615384614,346.776
77,1.425102670302998,1942.3589743589744,350.498
78,1.425102670302998,1991.179487179487,354.234
79,1.425102670302998,2040.0,357.931
80,2.0309176209047357,136.0,171.128
81,2.0309176209047357,184.82051282051285,183.171
82,2.0309176209047357,233.64102564102564,193.127
83,2.0309176209047357,282.46153846153845,201.539
84,2.0309176209047357,331.28205128205127,208.969
85,2.0309176209047357,380.1025641025641,215.607
86,2.0309176209047357,428.9230769230769,221.721
87,2.0309176209047357,477.7435897435897,227.34
88,2.0309176209047357,526.5641025641025,232.508
89,2.0309176209047357,575.3846153846154,237.296
90,2.0309176209047357,624.2051282051281,241.79
91,2.0309176209047357,673.0256410256411,246.008
92,2.0309176209047357,721.8461538461538,249.929
93,2.0309176209047357,770.6666666666666,253.596
94,2.0309176209047357,819.4871794871794,257.06
95,2.0309176209047357,868.3076923076923,260.282
96,2.0309176209047357,917.1282051282051,263.299
97,2.0309176209047357,965.9487179487178,266.128
98,2.0309176209047357,1014.7692307692306,268.819
99,2.0309176209047357,1063.5897435897434,271.387
100,2.0309176209047357,1112.4102564102561,273.876
101,2.0309176209047357,1161.2307692307693,276.298
102,2.0309176209047357,1210.051282051282,278.643
103,2.0309176209047357,1258.8717948717947,280.916
104,2.0309176209047357,1307.6923076923076,283.148
105,2.0309176209047357,1356.5128205128203,285.338
106,2.0309176209047357,1405.3333333333333,287.501
107,2.0309176209047357,1454.1538461538462,289.647
108,2.0309176209047357,1502.9743589743591,291.744
109,2.0309176209047357,1551.7948717948718,293.867
110,2.0309176209047357,1600.6153846153848,296.007
111,2.0309176209047357,1649.4358974358972,329.151
112,2.0309176209047357,1698.2564102564102,332.551
113,2.0309176209047357,1747.0769230769233,336.045
114,2.0309176209047357,1795.8974358974358,339.68
115,2.0309176209047357,1844.7179487179487,343.328
116,2.0309176209047357,1893.5384615384614,346.998
117,2.0309176209047357,1942.3589743589744,350.71
118,2.0309176209047357,1991.179487179487,354.437
119,2.0309176209047357,2040.0,358.114
120,2.894266124716751,136.0,171.301
121,2.894266124716751,184.82051282051285,183.395
122,2.894266124716751,233.64102564102564,193.386
123,2.894266124716751,282.46153846153845,201.826
124,2.894266124716751,331.28205128205127,209.286
125,2.894266124716751,380.1025641025641,215.944
126,2.894266124716751,428.9230769230769,222.089
127,2.894266124716751,477.7435897435897,227.719
128,2.894266124716751,526.5641025641025,232.905
129,2.894266124716751,575.3846153846154,237.698
130,2.894266124716751,624.2051282051281,242.211
131,2.894266124716751,673.0256410256411,246.435
132,2.894266124716751,721.8461538461538,250.36
133,2.894266124716751,770.6666666666666,254.031
134,2.894266124716751,819.4871794871794,257.491
135,2.894266124716751,868.3076923076923,260.712
136,2.894266124716751,917.1282051282051,263.721
137,2.894266124716751,965.9487179487178,266.548
138,2.894266124716751,1014.7692307692306,269.243
139,2.894266124716751,1063.5897435897434,271.808
140,2.894266124716751,1112.4102564102561,274.309
141,2.894266124716751,1161.2307692307693,276.733
142,2.894266124716751,1210.051282051282,279.082
143,2.894266124716751,1258.8717948717947,281.362
144,2.894266124716751,1307.6923076923076,283.596
145,2.894266124716751,1356.5128205128203,285.792
146,2.894266124716751,1405.3333333333333,287.963
147,2.894266124716751,1454.1538461538462,290.095
148,2.894266124716751,1502.9743589743591,292.211
149,2.894266124716751,1551.7948717948718,294.352
150,2.894266124716751,1600.6153846153848,296.499
151,2.894266124716751,1649.4358974358972,329.492
152,2.894266124716751,1698.2564102564102,332.875
153,2.894266124716751,1747.0769230769233,336.356
154,2.894266124716751,1795.8974358974358,339.973
155,2.894266124716751,1844.7179487179487,343.604
156,2.894266124716751,1893.5384615384614,347.256
157,2.894266124716751,1942.3589743589744,350.962
158,2.894266124716751,1991.179487179487,354.675
159,2.894266124716751,2040.0,358.338
160,4.1246263829013525,136.0,171.478
161,4.1246263829013525,184.82051282051285,183.625
162,4.1246263829013525,233.64102564102564,193.65
163,4.1246263829013525,282.46153846153845,202.123
164,4.1246263829013525,331.28205128205127,209.609
165,4.1246263829013525,380.1025641025641,216.288
166,4.1246263829013525,428.9230769230769,222.461
167,4.1246263829013525,477.7435897435897,228.106
168,4.1246263829013525,526.5641025641025,233.304
169,4.1246263829013525,575.3846153846154,238.107
170,4.1246263829013525,624.2051282051281,242.637
171,4.1246263829013525,673.0256410256411,246.865
172,4.1246263829013525,721.8461538461538,250.791
173,4.1246263829013525,770.6666666666666,254.467
174,4.1246263829013525,819.4871794871794,257.922
175,4.1246263829013525,868.3076923076923,261.141
176,4.1246263829013525,917.1282051282051,264.144
177,4.1246263829013525,965.9487179487178,266.967
178,4.1246263829013525,1014.7692307692306,269.659
179,4.1246263829013525,1063.5897435897434,272.227
180,4.1246263829013525,1112.4102564102561,274.742
181,4.1246263829013525,1161.2307692307693,277.166
182,4.1246263829013525,1210.051282051282,279.516
183,4.1246263829013525,1258.8717948717947,281.805
184,4.1246263829013525,1307.6923076923076,284.046
185,4.1246263829013525,1356.5128205128203,286.248
186,4.1246263829013525,1405.3333333333333,288.427
187,4.1246263829013525,1454.1538461538462,290.547
188,4.1246263829013525,1502.9743589743591,292.674
189,4.1246263829013525,1551.7948717948718,294.843
190,4.1246263829013525,1600.6153846153848,296.995
191,4.1246263829013525,1649.4358974358972,329.865
192,4.1246263829013525,1698.2564102564102,333.229
193,4.1246263829013525,1747.0769230769233,336.704
194,4.1246263829013525,1795.8974358974358,340.293
195,4.1246263829013525,1844.7179487179487,343.917
196,4.1246263829013525,1893.5384615384614,347.55
197,4.1246263829013525,1942.3589743589744,351.257
198,4.1246263829013525,1991.179487179487,354.951
199,4.1246263829013525,2040.0,358.595
200,5.878016072274914,136.0,171.658
201,5.878016072274914,184.82051282051285,183.86
202,5.878016072274914,233.64102564102564,193.918
203,5.878016072274914,282.46153846153845,202.425
204,5.878016072274914,331.28205128205127,209.938
205,5.878016072274914,380.1025641025641,216.638
206,5.878016072274914,428.9230769230769,222.838
207,5.878016072274914,477.7435897435897,228.497
208,5.878016072274914,526.5641025641025,233.704
209,5.878016072274914,575.3846153846154,238.513
210,5.878016072274914,624.2051282051281,243.056
211,5.878016072274914,673.0256410256411,247.283
212,5.878016072274914,721.8461538461538,251.211
213,5.878016072274914,770.6666666666666,254.893
214,5.878016072274914,819.4871794871794,258.344
215,5.878016072274914,868.3076923076923,261.559
216,5.878016072274914,917.1282051282051,264.56
217,5.878016072274914,965.9487179487178,267.379
218,5.878016072274914,1014.7692307692306,270.07
219,5.878016072274914,1063.5897435897434,272.636
220,5.878016072274914,1112.4102564102561,275.162
221,5.878016072274914,1161.2307692307693,277.589
222,5.878016072274914,1210.051282051282,279.943
223,5.878016072274914,1258.8717948717947,282.239
224,5.878016072274914,1307.6923076923076,284.487
225,5.878016072274914,1356.5128205128203,286.701
226,5.878016072274914,1405.3333333333333,288.875
227,5.878016072274914,1454.1538461538462,291.0
228,5.878016072274914,1502.9743589743591,293.143
229,5.878016072274914,1551.7948717948718,295.323
230,5.878016072274914,1600.6153846153848,297.49
231,5.878016072274914,1649.4358974358972,330.264
232,5.878016072274914,1698.2564102564102,333.613
233,5.878016072274914,1747.0769230769233,337.083
234,5.878016072274914,1795.8974358974358,340.656
235,5.878016072274914,1844.7179487179487,344.269
236,5.878016072274914,1893.5384615384614,347.882
237,5.878016072274914,1942.3589743589744,351.583
238,5.878016072274914,1991.179487179487,355.27
239,5.878016072274914,2040.0,358.904
240,8.37677640068292,136.0,171.836
241,8.37677640068292,184.82051282051285,184.092
242,8.37677640068292,233.64102564102564,194.187
243,8.37677640068292,282.46153846153845,202.729
244,8.37677640068292,331.28205128205127,210.264
245,8.37677640068292,380.1025641025641,216.984
246,8.37677640068292,428.9230769230769,223.207
247,8.37677640068292,477.7435897435897,228.883
248,8.37677640068292,526.5641025641025,234.093
249,8.37677640068292,575.3846153846154,238.91
250,8.37677640068292,624.2051282051281,243.46
251,8.37677640068292,673.0256410256411,247.687
252,8.37677640068292,721.8461538461538,251.614
253,8.37677640068292,770.6666666666666,255.295
254,8.37677640068292,819.4871794871794,258.744
255,8.37677640068292,868.3076923076923,261.955
256,8.37677640068292,917.1282051282051,264.957
257,8.37677640068292,965.9487179487178,267.777
258,8.37677640068292,1014.7692307692306,270.467
259,8.37677640068292,1063.5897435897434,273.041
260,8.37677640068292,1112.4102564102561,275.565
261,8.37677640068292,1161.2307692307693,277.991
262,8.37677640068292,1210.051282051282,280.352
263,8.37677640068292,1258.8717948717947,282.657
264,8.37677640068292,1307.6923076923076,284.913
265,8.37677640068292,1356.5128205128203,287.137
266,8.37677640068292,1405.3333333333333,289.297
267,8.37677640068292,1454.1538461538462,291.435
268,8.37677640068292,1502.9743589743591,293.601
269,8.37677640068292,1551.7948717948718,295.794
270,8.37677640068292,1600.6153846153848,297.973
271,8.37677640068292,1649.4358974358972,330.689
272,8.37677640068292,1698.2564102564102,334.026
273,8.37677640068292,1747.0769230769233,337.497
274,8.37677640068292,1795.8974358974358,341.055
275,8.37677640068292,1844.7179487179487,344.655
276,8.37677640068292,1893.5384615384614,348.262
277,8.37677640068292,1942.3589743589744,351.956
278,8.37677640068292,1991.179487179487,355.633
279,8.37677640068292,2040.0,359.253
280,11.93776641714437,136.0,172.004
281,11.93776641714437,184.82051282051285,184.316
282,11.93776641714437,233.64102564102564,194.446
283,11.93776641714437,282.46153846153845,203.021
284,11.93776641714437,331.28205128205127,210.575
285,11.93776641714437,380.1025641025641,217.312
286,11.93776641714437,428.9230769230769,223.559
287,11.93776641714437,477.7435897435897,229.25
288,11.93776641714437,526.5641025641025,234.465
289,11.93776641714437,575.3846153846154,239.284
290,11.93776641714437,624.2051282051281,243.845
291,11.93776641714437,673.0256410256411,248.069
292,11.93776641714437,721.8461538461538,251.993
293,11.93776641714437,770.6666666666666,255.671
294,11.93776641714437,819.4871794871794,259.117
295,11.93776641714437,868.3076923076923,262.325
296,11.93776641714437,917.1282051282051,265.322
297,11.93776641714437,965.9487179487178,268.145
298,11.93776641714437,1014.7692307692306,270.837
299,11.93776641714437,1063.5897435897434,273.421
300,11.93776641714437,1112.4102564102561,275.943
301,11.93776641714437,1161.2307692307693,278.369
302,11.93776641714437,1210.051282051282,280.731
303,11.93776641714437,1258.8717948717947,283.046
304,11.93776641714437,1307.6923076923076,285.312
305,11.93776641714437,1356.5128205128203,287.534
306,11.93776641714437,1405.3333333333333,289.696
307,11.93776641714437,1454.1538461538462,291.851
308,11.93776641714437,1502.9743589743591,294.038
309,11.93776641714437,1551.7948717948718,296.245
310,11.93776641714437,1600.6153846153848,327.918
311,11.93776641714437,1649.4358974358972,331.141
312,11.93776641714437,1698.2564102564102,334.471
313,11.93776641714437,1747.0769230769233,337.942
314,11.93776641714437,1795.8974358974358,341.482
315,11.93776641714437,1844.7179487179487,345.078
316,11.93776641714437,1893.5384615384614,348.683
317,11.93776641714437,1942.3589743589744,352.376
318,11.93776641714437,1991.179487179487,356.043
319,11.93776641714437,2040.0,359.652
320,17.012542798525892,136.0,172.155
321,17.012542798525892,184.82051282051285,184.523
322,17.012542798525892,233.64102564102564,194.687
323,17.012542798525892,282.46153846153845,203.286
324,17.012542798525892,331.28205128205127,210.867
325,17.012542798525892,380.1025641025641,217.623
326,17.012542798525892,428.9230769230769,223.888
327,17.012542798525892,477.7435897435897,229.585
328,17.012542798525892,526.5641025641025,234.812
329,17.012542798525892,575.3846153846154,239.636
330,17.012542798525892,624.2051282051281,244.2
331,17.012542798525892,673.0256410256411,248.421
332,17.012542798525892,721.8461538461538,252.34
333,17.012542798525892,770.6666666666666,256.014
334,17.012542798525892,819.4871794871794,259.453
335,17.012542798525892,868.3076923076923,262.66
336,17.012542798525892,917.1282051282051,265.653
337,17.012542798525892,965.9487179487178,268.48
338,17.012542798525892,1014.7692307692306,271.173
339,17.012542798525892,1063.5897435897434,273.765
340,17.012542798525892,1112.4102564102561,276.289
341,17.012542798525892,1161.2307692307693,278.715
342,17.012542798525892,1210.051282051282,281.078
343,17.012542798525892,1258.8717948717947,283.395
344,17.012542798525892,1307.6923076923076,285.674
345,17.012542798525892,1356.5128205128203,287.891
346,17.012542798525892,1405.3333333333333,290.061
347,17.012542798525892,1454.1538461538462,292.237
348,17.012542798525892,1502.9743589743591,294.446
349,17.012542798525892,1551.7948717948718,296.665
350,17.012542798525892,1600.6153846153848,328.402
351,17.012542798525892,1649.4358974358972,331.619
352,17.012542798525892,1698.2564102564102,334.947
353,17.012542798525892,1747.0769230769233,338.417
354,17.012542798525892,1795.8974358974358,341.949
355,17.012542798525892,1844.7179487179487,345.537
356,17.012542798525892,1893.5384615384614,349.156
357,17.012542798525892,1942.3589743589744,352.842
358,17.012542798525892,1991.179487179487,356.511
359,17.012542798525892,2040.0,360.1
360,24.244620170823282,136.0,172.284
361,24.244620170823282,184.82051282051285,184.706
362,24.244620170823282,233.64102564102564,194.902
363,24.244620170823282,282.46153846153845,203.524
364,24.244620170823282,331.28205128205127,211.128
365,24.244620170823282,380.1025641025641,217.906
366,24.244620170823282,428.9230769230769,224.185
367,24.244620170823282,477.7435897435897,229.889
368,24.244620170823282,526.5641025641025,235.124
369,24.244620170823282,575.3846153846154,239.958
370,24.244620170823282,624.2051282051281,244.521
371,24.244620170823282,673.0256410256411,248.739
372,24.244620170823282,721.8461538461538,252.652
373,24.244620170823282,770.6666666666666,256.32
374,24.244620170823282,819.4871794871794,259.751
375,24.244620170823282,868.3076923076923,262.957
376,24.244620170823282,917.1282051282051,265.947
377,24.244620170823282,965.9487179487178,268.779
378,24.244620170823282,1014.7692307692306,271.471
379,24.244620170823282,1063.5897435897434,274.074
380,24.244620170823282,1112.4102564102561,276.597
381,24.244620170823282,1161.2307692307693,279.023
382,24.244620170823282,1210.051282051282,281.388
383,24.244620170823282,1258.8717948717947,283.707
384,24.244620170823282,1307.6923076923076,285.986
385,24.244620170823282,1356.5128205128203,288.21
386,24.244620170823282,1405.3333333333333,290.392
387,24.244620170823282,1454.1538461538462,292.585
388,24.244620170823282,1502.9743589743591,294.82
389,24.244620170823282,1551.7948717948718,297.052
390,24.244620170823282,1600.6153846153848,328.907
391,24.244620170823282,1649.4358974358972,332.123
392,24.244620170823282,1698.2564102564102,335.449
393,24.244620170823282,1747.0769230769233,338.925
394,24.244620170823282,1795.8974358974358,342.454
395,24.244620170823282,1844.7179487179487,346.041
396,24.244620170823282,1893.5384615384614,349.666
397,24.244620170823282,1942.3589743589744,353.351
398,24.244620170823282,1991.179487179487,357.019
399,24.244620170823282,2040.0,360.594
400,34.5510729459222,136.0,172.39
401,34.5510729459222,184.82051282051285,184.868
402,34.5510729459222,233.64102564102564,195.091
403,34.5510729459222,282.46153846153845,203.738
404,34.5510729459222,331.28205128205127,211.361
405,34.5510729459222,380.1025641025641,218.161
406,34.5510729459222,428.9230769230769,224.455
407,34.5510729459222,477.7435897435897,230.163
408,34.5510729459222,526.5641025641025,235.403
409,34.5510729459222,575.3846153846154,240.248
410,34.5510729459222,624.2051282051281,244.81
411,34.5510729459222,673.0256410256411,249.023
412,34.5510729459222,721.8461538461538,252.931
413,34.5510729459222,770.6666666666666,256.594
414,34.5510729459222,819.4871794871794,260.018
415,34.5510729459222,868.3076923076923,263.217
416,34.5510729459222,917.1282051282051,266.207
417,34.5510729459222,965.9487179487178,269.043
418,34.5510729459222,1014.7692307692306,271.736
419,34.5510729459222,1063.5897435897434,274.35
420,34.5510729459222,1112.4102564102561,276.873
421,34.5510729459222,1161.2307692307693,279.296
422,34.5510729459222,1210.051282051282,281.663
423,34.5510729459222,1258.8717948717947,283.983
424,34.5510729459222,1307.6923076923076,286.259
425,34.5510729459222,1356.5128205128203,288.491
426,34.5510729459222,1405.3333333333333,290.691
427,34.5510729459222,1454.1538461538462,292.901
428,34.5510729459222,1502.9743589743591,295.159
429,34.5510729459222,1551.7948717948718,297.408
430,34.5510729459222,1600.6153846153848,329.431
431,34.5510729459222,1649.4358974358972,332.651
432,34.5510729459222,1698.2564102564102,335.976
433,34.5510729459222,1747.0769230769233,339.462
434,34.5510729459222,1795.8974358974358,343.003
435,34.5510729459222,1844.7179487179487,346.583
436,34.5510729459222,1893.5384615384614,350.226
437,34.5510729459222,1942.3589743589744,353.914
438,34.5510729459222,1991.179487179487,357.574
439,34.5510729459222,2040.0,361.135
440,49.238826317067414,136.0,172.482
441,49.238826317067414,184.82051282051285,185.013
442,49.238826317067414,233.64102564102564,195.263
443,49.238826317067414,282.46153846153845,203.937
444,49.238826317067414,331.28205128205127,211.579
445,49.238826317067414,380.1025641025641,218.402
446,49.238826317067414,428.9230769230769,224.703
447,49.238826317067414,477.7435897435897,230.42
448,49.238826317067414,526.5641025641025,235.663
449,49.238826317067414,575.3846153846154,240.52
450,49.238826317067414,624.2051282051281,245.078
451,49.238826317067414,673.0256410256411,249.285
452,49.238826317067414,721.8461538461538,253.189
453,49.238826317067414,770.6666666666666,256.849
454,49.238826317067414,819.4871794871794,260.264
455,49.238826317067414,868.3076923076923,263.456
456,49.238826317067414,917.1282051282051,266.444
457,49.238826317067414,965.9487179487178,269.283
458,49.238826317067414,1014.7692307692306,271.98
459,49.238826317067414,1063.5897435897434,274.606
460,49.238826317067414,1112.4102564102561,277.128
461,49.238826317067414,1161.2307692307693,279.55
462,49.238826317067414,1210.051282051282,281.917
463,49.238826317067414,1258.8717948717947,284.239
464,49.238826317067414,1307.6923076923076,286.51
465,49.238826317067414,1356.5128205128203,288.749
466,49.238826317067414,1405.3333333333333,290.967
467,49.238826317067414,1454.1538461538462,293.201
468,49.238826317067414,1502.9743589743591,295.471
469,49.238826317067414,1551.7948717948718,297.738
470,49.238826317067414,1600.6153846153848,329.978
471,49.238826317067414,1649.4358974358972,333.203
472,49.238826317067414,1698.2564102564102,336.545
473,49.238826317067414,1747.0769230769233,340.033
474,49.238826317067414,1795.8974358974358,343.585
475,49.238826317067414,1844.7179487179487,347.168
476,49.238826317067414,1893.5384615384614,350.83
477,49.238826317067414,1942.3589743589744,354.515
478,49.238826317067414,1991.179487179487,358.185
479,49.238826317067414,2040.0,361.735
480,70.1703828670383,136.0,172.578
481,70.1703828670383,184.82051282051285,185.159
482,70.1703828670383,233.64102564102564,195.44
483,70.1703828670383,282.46153846153845,204.141
484,70.1703828670383,331.28205128205127,211.803
485,70.1703828670383,380.1025641025641,218.647
486,70.1703828670383,428.9230769230769,224.957
487,70.1703828670383,477.7435897435897,230.682
488,70.1703828670383,526.5641025641025,235.929
489,70.1703828670383,575.3846153846154,240.793
490,70.1703828670383,624.2051282051281,245.347
491,70.1703828670383,673.0256410256411,249.552
492,70.1703828670383,721.8461538461538,253.452
493,70.1703828670383,770.6666666666666,257.109
494,70.1703828670383,819.4871794871794,260.516
495,70.1703828670383,868.3076923076923,263.7
496,70.1703828670383,917.1282051282051,266.684
497,70.1703828670383,965.9487179487178,269.523
498,70.1703828670383,1014.7692307692306,272.223
499,70.1703828670383,1063.5897435897434,274.86
500,70.1703828670383,1112.4102564102561,277.382
501,70.1703828670383,1161.2307692307693,279.807
502,70.1703828670383,1210.051282051282,282.173
503,70.1703828670383,1258.8717948717947,284.489
504,70.1703828670383,1307.6923076923076,286.762
505,70.1703828670383,1356.5128205128203,289.003
506,70.1703828670383,1405.3333333333333,291.232
507,70.1703828670383,1454.1538461538462,293.489
508,70.1703828670383,1502.9743589743591,295.774
509,70.1703828670383,1551.7948717948718,327.427
510,70.1703828670383,1600.6153846153848,330.549
511,70.1703828670383,1649.4358974358972,333.781
512,70.1703828670383,1698.2564102564102,337.156
513,70.1703828670383,1747.0769230769233,340.643
514,70.1703828670383,1795.8974358974358,344.205
515,70.1703828670383,1844.7179487179487,347.79
516,70.1703828670383,1893.5384615384614,351.475
517,70.1703828670383,1942.3589743589744,355.175
518,70.1703828670383,1991.179487179487,358.834
519,70.1703828670383,2040.0,362.375
520,100.0,136.0,172.697
521,100.0,184.82051282051285,185.332
522,100.0,233.64102564102564,195.647
523,100.0,282.46153846153845,204.376
524,100.0,331.28205128205127,212.058
525,100.0,380.1025641025641,218.924
526,100.0,428.9230769230769,225.238
527,100.0,477.7435897435897,230.976
528,100.0,526.5641025641025,236.225
529,100.0,575.3846153846154,241.098
530,100.0,624.2051282051281,245.652
531,100.0,673.0256410256411,249.852
532,100.0,721.8461538461538,253.749
533,100.0,770.6666666666666,257.402
534,100.0,819.4871794871794,260.804
535,100.0,868.3076923076923,263.977
536,100.0,917.1282051282051,266.955
537,100.0,965.9487179487178,269.791
538,100.0,1014.7692307692306,272.491
539,100.0,1063.5897435897434,275.135
540,100.0,1112.4102564102561,277.659
541,100.0,1161.2307692307693,280.089
542,100.0,1210.051282051282,282.455
543,100.0,1258.8717948717947,284.765
